query_id	Q0	doc_id	rank	score	tag
1	Q0	"4459491"	1	0.19937084417162818	Keywords: "0-di...
1	Q0	"42421723"	2	0.19638821120313002	Keywords: "0-di...
1	Q0	"10029970"	3	0.18946217261693796	Keywords: "0-di...
1	Q0	"16532419"	4	0.18756860966452038	Keywords: "0-di...
1	Q0	"25950264"	5	0.18701798217782098	Keywords: "0-di...
1	Q0	"25404036"	6	0.15958023725454937	Keywords: "0-di...
1	Q0	"4405194"	7	0.1551560470333606	Keywords: "0-di...
1	Q0	"34935825"	8	0.1548585445869539	Keywords: "0-di...
1	Q0	"18953920"	9	0.1543236590173406	Keywords: "0-di...
1	Q0	"14827874"	10	0.1522628w0281978322	Keywords: "0-di...
1	Q0	"31543713"	11	0.15158584654858484	Keywords: "0-di...
1	Q0	"9580772"	12	0.1508923970037281	Keywords: "0-di...
1	Q0	"35008773"	13	0.1475942852475516	Keywords: "0-di...
1	Q0	"38037690"	14	0.14531720357480307	Keywords: "0-di...
1	Q0	"15593561"	15	0.1370364815871772	Keywords: "0-di...
1	Q0	"831167"	16	0.13605000669901238	Keywords: "0-di...
1	Q0	"11674288"	17	0.13474499525368078	Keywords: "0-di...
1	Q0	"8290953"	18	0.13320178209497338	Keywords: "0-di...
1	Q0	"5836"	19	0.13310925773884144	Keywords: "0-di...
1	Q0	"10628767"	20	0.13302617905385442	Keywords: "0-di...
1	Q0	"44947611"	21	0.13222374536139772	Keywords: "0-di...
1	Q0	"1292369"	22	0.1279535022819959	Keywords: "0-di...
1	Q0	"72159"	23	0.12719494444219598	Keywords: "0-di...
1	Q0	"21487212"	24	0.1254190474808024	Keywords: "0-di...
1	Q0	"2904102"	25	0.1253186335716064	Keywords: "0-di...
1	Q0	"9460704"	26	0.12408806108004015	Keywords: "0-di...
1	Q0	"12737132"	27	0.12328917936323604	Keywords: "0-di...
1	Q0	"6863070"	28	0.121038900651798	Keywords: "0-di...
1	Q0	"33634749"	29	0.11872595174565002	Keywords: "0-di...
1	Q0	"16541762"	30	0.11808548811448476	Keywords: "0-di...
1	Q0	"14492339"	31	0.11510446062551577	Keywords: "0-di...
1	Q0	"59453688"	32	0.11471386249668293	Keywords: "0-di...
1	Q0	"36233757"	33	0.11456586598257698	Keywords: "0-di...
1	Q0	"854417"	34	0.1094609262735711	Keywords: "0-di...
1	Q0	"13944805"	35	0.10917842553926378	Keywords: "0-di...
1	Q0	"42240424"	36	0.10907832912409257	Keywords: "0-di...
1	Q0	"8185080"	37	0.10860604252779894	Keywords: "0-di...
1	Q0	"32250572"	38	0.10825978651465043	Keywords: "0-di...
1	Q0	"33638477"	39	0.10776941390125735	Keywords: "0-di...
1	Q0	"9646449"	40	0.10688408783246395	Keywords: "0-di...
1	Q0	"393001"	41	0.10605629293794626	Keywords: "0-di...
1	Q0	"43385013"	42	0.10358757721559421	Keywords: "0-di...
1	Q0	"39851630"	43	0.1033912082448938	Keywords: "0-di...
1	Q0	"29098525"	44	0.10269495183219038	Keywords: "0-di...
1	Q0	"13989491"	45	0.10248546362400682	Keywords: "0-di...
1	Q0	"19510470"	46	0.10175012013025755	Keywords: "0-di...
1	Q0	"994800"	47	0.10149260186516683	Keywords: "0-di...
1	Q0	"9675944"	48	0.10080457989086641	Keywords: "0-di...
1	Q0	"10582939"	49	0.09975641950647221	Keywords: "0-di...
1	Q0	"515489"	50	0.0966610680031522	Keywords: "0-di...
1	Q0	"12156187"	51	0.09606151877152526	Keywords: "0-di...
1	Q0	"13108582"	52	0.09592998908540121	Keywords: "0-di...
1	Q0	"40584205"	53	0.09388713280216258	Keywords: "0-di...
1	Q0	"45364685"	54	0.09201660924945718	Keywords: "0-di...
1	Q0	"14376683"	55	0.09074753167912161	Keywords: "0-di...
1	Q0	"18914652"	56	0.09015112404457576	Keywords: "0-di...
1	Q0	"9113824"	57	0.08971498348370288	Keywords: "0-di...
1	Q0	"3848469"	58	0.0891591308259484	Keywords: "0-di...
1	Q0	"28651643"	59	0.08739348398139919	Keywords: "0-di...
1	Q0	"1855679"	60	0.08668730148402184	Keywords: "0-di...
1	Q0	"121581019"	61	0.08419774611928295	Keywords: "0-di...
1	Q0	"26025820"	62	0.0840938548043699	Keywords: "0-di...
1	Q0	"25263810"	63	0.0837328391405958	Keywords: "0-di...
1	Q0	"3845894"	64	0.08344832364399343	Keywords: "0-di...
1	Q0	"13778710"	65	0.0829381584577429	Keywords: "0-di...
1	Q0	"9315213"	66	0.08126132908090247	Keywords: "0-di...
1	Q0	"2686003"	67	0.0806979304179321	Keywords: "0-di...
1	Q0	"22534357"	68	0.07995608630164522	Keywords: "0-di...
1	Q0	"24338780"	69	0.07983718978697847	Keywords: "0-di...
1	Q0	"25726838"	70	0.079253389172804	Keywords: "0-di...
1	Q0	"14474178"	71	0.07893173651649983	Keywords: "0-di...
1	Q0	"22478394"	72	0.07497392945056677	Keywords: "0-di...
1	Q0	"26731863"	73	0.0713415391787078	Keywords: "0-di...
1	Q0	"24323369"	74	0.07115863418452988	Keywords: "0-di...
1	Q0	"9614443"	75	0.07016785174556255	Keywords: "0-di...
1	Q0	"25747721"	76	0.06888235458289761	Keywords: "0-di...
1	Q0	"26886351"	77	0.06729870718483573	Keywords: "0-di...
1	Q0	"40632104"	78	0.06363398815323189	Keywords: "0-di...
3	Q0	"2739854"	1	0.423086173779789	Keywords: "1,00...
3	Q0	"23389795"	2	0.37934153620232797	Keywords: "1,00...
3	Q0	"14717500"	3	0.3450800729102729	Keywords: "1,00...
3	Q0	"380526"	4	0.24389889712229118	Keywords: "1,00...
3	Q0	"10279084"	5	0.23342318815399216	Keywords: "1,00...
3	Q0	"17088791"	6	0.23324638980959728	Keywords: "1,00...
3	Q0	"15153602"	7	0.22829975294165128	Keywords: "1,00...
3	Q0	"13519661"	8	0.20999883196302388	Keywords: "1,00...
3	Q0	"20280410"	9	0.20964752049179067	Keywords: "1,00...
3	Q0	"25571386"	10	0.20945187563204914	Keywords: "1,00...
3	Q0	"43334921"	11	0.206478878444492	Keywords: "1,00...
3	Q0	"11532028"	12	0.19180646696138176	Keywords: "1,00...
3	Q0	"25643818"	13	0.1837060610055662	Keywords: "1,00...
3	Q0	"13777706"	14	0.1832232259634953	Keywords: "1,00...
3	Q0	"19497526"	15	0.17874003811833242	Keywords: "1,00...
3	Q0	"1544804"	16	0.17001862518928157	Keywords: "1,00...
3	Q0	"24530130"	17	0.16620380448426558	Keywords: "1,00...
3	Q0	"13373629"	18	0.15920190419211874	Keywords: "1,00...
3	Q0	"2107238"	19	0.1581175063298838	Keywords: "1,00...
3	Q0	"10944947"	20	0.1561934342693927	Keywords: "1,00...
3	Q0	"4378885"	21	0.15524553830615762	Keywords: "1,00...
3	Q0	"52850476"	22	0.15438094743720143	Keywords: "1,00...
3	Q0	"14019636"	23	0.1532418813586638	Keywords: "1,00...
3	Q0	"3222187"	24	0.15191822926365411	Keywords: "1,00...
3	Q0	"25254425"	25	0.1463584016454388	Keywords: "1,00...
3	Q0	"4421746"	26	0.14513517894573852	Keywords: "1,00...
3	Q0	"3093512"	27	0.14396080482779844	Keywords: "1,00...
3	Q0	"14729253"	28	0.13891464426124542	Keywords: "1,00...
3	Q0	"4632921"	29	0.13853458096189597	Keywords: "1,00...
3	Q0	"1067605"	30	0.13830417803240094	Keywords: "1,00...
3	Q0	"3514072"	31	0.13818026995855534	Keywords: "1,00...
3	Q0	"20375264"	32	0.13679476600421722	Keywords: "1,00...
3	Q0	"16626264"	33	0.13540372522267527	Keywords: "1,00...
3	Q0	"14464451"	34	0.13450167022352497	Keywords: "1,00...
3	Q0	"503050"	35	0.13403767345463966	Keywords: "1,00...
3	Q0	"3672261"	36	0.13164538756742272	Keywords: "1,00...
3	Q0	"39729277"	37	0.13145070709512224	Keywords: "1,00...
3	Q0	"599582"	38	0.13085409011958507	Keywords: "1,00...
3	Q0	"8670178"	39	0.12967682665574584	Keywords: "1,00...
3	Q0	"14492339"	40	0.12930021670427255	Keywords: "1,00...
3	Q0	"17240457"	41	0.12864779807457805	Keywords: "1,00...
3	Q0	"5966635"	42	0.12815982895147773	Keywords: "1,00...
3	Q0	"16686383"	43	0.12688822397773386	Keywords: "1,00...
3	Q0	"2817000"	44	0.12675591588526208	Keywords: "1,00...
3	Q0	"1840993"	45	0.1258107051404625	Keywords: "1,00...
3	Q0	"24237492"	46	0.12432926981020535	Keywords: "1,00...
3	Q0	"2647374"	47	0.12359508194892828	Keywords: "1,00...
3	Q0	"15778034"	48	0.12282402704991913	Keywords: "1,00...
3	Q0	"4427060"	49	0.12175453561525398	Keywords: "1,00...
3	Q0	"19058822"	50	0.11920518233859428	Keywords: "1,00...
3	Q0	"6588614"	51	0.11728001776726424	Keywords: "1,00...
3	Q0	"8411251"	52	0.11701878770623404	Keywords: "1,00...
3	Q0	"12271486"	53	0.11483789004613325	Keywords: "1,00...
3	Q0	"8989616"	54	0.11395974948733012	Keywords: "1,00...
3	Q0	"1649738"	55	0.11275959114072942	Keywords: "1,00...
3	Q0	"10605189"	56	0.11172335658761469	Keywords: "1,00...
3	Q0	"9881829"	57	0.11106610262830317	Keywords: "1,00...
3	Q0	"11844791"	58	0.11044506465655074	Keywords: "1,00...
3	Q0	"263364"	59	0.10985070548389178	Keywords: "1,00...
3	Q0	"5035851"	60	0.10815038507335653	Keywords: "1,00...
3	Q0	"14174055"	61	0.10810510512710626	Keywords: "1,00...
3	Q0	"84784389"	62	0.10788223181808698	Keywords: "1,00...
3	Q0	"26899920"	63	0.10661591741384248	Keywords: "1,00...
3	Q0	"15478227"	64	0.10597876276935563	Keywords: "1,00...
3	Q0	"25737507"	65	0.10568375052182474	Keywords: "1,00...
3	Q0	"32181055"	66	0.10532929945754252	Keywords: "1,00...
3	Q0	"13940200"	67	0.10477721698754004	Keywords: "1,00...
3	Q0	"36713289"	68	0.10369770705228781	Keywords: "1,00...
3	Q0	"17463469"	69	0.10360909650924184	Keywords: "1,00...
3	Q0	"10068634"	70	0.10340681209623917	Keywords: "1,00...
3	Q0	"6077214"	71	0.10318474283397046	Keywords: "1,00...
3	Q0	"18694784"	72	0.10206834429979976	Keywords: "1,00...
3	Q0	"1332250"	73	0.10192733992258683	Keywords: "1,00...
3	Q0	"31347396"	74	0.10003498567261655	Keywords: "1,00...
3	Q0	"6446747"	75	0.09881540449428436	Keywords: "1,00...
3	Q0	"7717468"	76	0.09853559148673548	Keywords: "1,00...
3	Q0	"14501880"	77	0.0982580829945497	Keywords: "1,00...
3	Q0	"31141365"	78	0.09715324282042123	Keywords: "1,00...
3	Q0	"5939172"	79	0.09449953042711864	Keywords: "1,00...
3	Q0	"34287602"	80	0.09332067287262069	Keywords: "1,00...
3	Q0	"152245"	81	0.09324721161834011	Keywords: "1,00...
3	Q0	"5431268"	82	0.09300985805186233	Keywords: "1,00...
3	Q0	"44500794"	83	0.09211109695076876	Keywords: "1,00...
3	Q0	"4231060"	84	0.09138916471382898	Keywords: "1,00...
3	Q0	"24896957"	85	0.09089391940607006	Keywords: "1,00...
3	Q0	"1103795"	86	0.08926075921931306	Keywords: "1,00...
3	Q0	"33397197"	87	0.08923219233039459	Keywords: "1,00...
3	Q0	"15790930"	88	0.0884527616163938	Keywords: "1,00...
3	Q0	"8995263"	89	0.0879234141805769	Keywords: "1,00...
3	Q0	"13923140"	90	0.08718609944861509	Keywords: "1,00...
3	Q0	"16398049"	91	0.08714624872031279	Keywords: "1,00...
3	Q0	"21150010"	92	0.0857916836515777	Keywords: "1,00...
3	Q0	"27158570"	93	0.0854117096166894	Keywords: "1,00...
3	Q0	"11238951"	94	0.08462525182644842	Keywords: "1,00...
3	Q0	"2485101"	95	0.08316470056182315	Keywords: "1,00...
3	Q0	"15966318"	96	0.08225258147953664	Keywords: "1,00...
3	Q0	"3355397"	97	0.08166368817010146	Keywords: "1,00...
3	Q0	"4928282"	98	0.08112056481897204	Keywords: "1,00...
3	Q0	"12643937"	99	0.08101422023622362	Keywords: "1,00...
3	Q0	"14831629"	100	0.08061374456605012	Keywords: "1,00...
5	Q0	"58050905"	1	0.22849962187791475	Keywords: "1/20...
5	Q0	"7020505"	2	0.18352547947557096	Keywords: "1/20...
5	Q0	"25355575"	3	0.17433148625994527	Keywords: "1/20...
5	Q0	"103007"	4	0.1741032220079444	Keywords: "1/20...
5	Q0	"13989491"	5	0.16809201050623657	Keywords: "1/20...
5	Q0	"8610932"	6	0.16761615946523972	Keywords: "1/20...
5	Q0	"8563659"	7	0.16462944456903109	Keywords: "1/20...
5	Q0	"14188138"	8	0.16397907377967438	Keywords: "1/20...
5	Q0	"32481310"	9	0.15854977305651471	Keywords: "1/20...
5	Q0	"4828631"	10	0.15661159024937057	Keywords: "1/20...
5	Q0	"34733465"	11	0.150046601643913	Keywords: "1/20...
5	Q0	"1583134"	12	0.1495960048214362	Keywords: "1/20...
5	Q0	"7260461"	13	0.14267943267863298	Keywords: "1/20...
5	Q0	"13883546"	14	0.139025784839562	Keywords: "1/20...
5	Q0	"32084655"	15	0.13749947878545216	Keywords: "1/20...
5	Q0	"24347647"	16	0.13047964355372815	Keywords: "1/20...
5	Q0	"11880289"	17	0.12963010442214998	Keywords: "1/20...
5	Q0	"16398049"	18	0.12654906889571127	Keywords: "1/20...
5	Q0	"15327601"	19	0.12523229758835286	Keywords: "1/20...
5	Q0	"3765739"	20	0.11737352481695333	Keywords: "1/20...
5	Q0	"31407112"	21	0.11469356699908068	Keywords: "1/20...
5	Q0	"33796570"	22	0.10913848610160307	Keywords: "1/20...
5	Q0	"19140422"	23	0.10732924239969947	Keywords: "1/20...
5	Q0	"8509018"	24	0.10663533783228409	Keywords: "1/20...
