query_id	Q0	doc_id	rank	score	tag
1	Q0	"12438901"	1	0.20800173878805997	Keywords: "0-di...
1	Q0	"4828631"	2	0.19939882698706402	Keywords: "0-di...
1	Q0	"28633594"	3	0.1964878038867165	Keywords: "0-di...
1	Q0	"23126677"	4	0.1772718596589283	Keywords: "0-di...
1	Q0	"9764256"	5	0.1763199871649766	Keywords: "0-di...
1	Q0	"10608397"	6	0.17584047863883706	Keywords: "0-di...
1	Q0	"195680777"	7	0.1750724511002477	Keywords: "0-di...
1	Q0	"15648443"	8	0.15954756415449453	Keywords: "0-di...
1	Q0	"37118634"	9	0.1431385644626011	Keywords: "0-di...
1	Q0	"20471181"	10	0.1382546584364936	Keywords: "0-di...
1	Q0	"29387024"	11	0.13763038870195207	Keywords: "0-di...
1	Q0	"37424881"	12	0.10679766347372623	Keywords: "0-di...
1	Q0	"11880289"	13	0.10296687679812418	Keywords: "0-di...
1	Q0	"15476777"	14	0.0921451022055198	Keywords: "0-di...
1	Q0	"10607877"	15	0.08992499082755434	Keywords: "0-di...
1	Q0	"14682243"	16	0.08908474411712936	Keywords: "0-di...
1	Q0	"5151024"	17	0.08618047095468408	Keywords: "0-di...
1	Q0	"8595678"	18	0.08574609423685572	Keywords: "0-di...
1	Q0	"52072815"	19	0.07978007667791479	Keywords: "0-di...
1	Q0	"5850219"	20	0.07956166236114384	Keywords: "0-di...
1	Q0	"1191830"	21	0.07824990339705837	Keywords: "0-di...
1	Q0	"21257564"	22	0.07727366587435472	Keywords: "0-di...
1	Q0	"37949139"	23	0.07565692354777086	Keywords: "0-di...
1	Q0	"24273592"	24	0.07315272349425907	Keywords: "0-di...
1	Q0	"13256155"	25	0.07172504928746529	Keywords: "0-di...
1	Q0	"40212412"	26	0.07160201549093034	Keywords: "0-di...
1	Q0	"4810810"	27	0.07083377862118295	Keywords: "0-di...
1	Q0	"16939583"	28	0.06945577583645741	Keywords: "0-di...
1	Q0	"13231899"	29	0.06911675961684445	Keywords: "0-di...
1	Q0	"7581911"	30	0.0684670703966332	Keywords: "0-di...
1	Q0	"10786948"	31	0.06662520878850495	Keywords: "0-di...
1	Q0	"803312"	32	0.06505412578168009	Keywords: "0-di...
1	Q0	"35008773"	33	0.0649351165659947	Keywords: "0-di...
1	Q0	"6504953"	34	0.06439730254828233	Keywords: "0-di...
1	Q0	"25938221"	35	0.06420166418304354	Keywords: "0-di...
1	Q0	"994800"	36	0.06408143314816189	Keywords: "0-di...
1	Q0	"18199839"	37	0.06323665359852579	Keywords: "0-di...
1	Q0	"42421723"	38	0.06085299046542668	Keywords: "0-di...
1	Q0	"34386619"	39	0.059999448553596485	Keywords: "0-di...
1	Q0	"27049238"	40	0.05989633178174704	Keywords: "0-di...
1	Q0	"680949"	41	0.05908348636678897	Keywords: "0-di...
1	Q0	"12824568"	42	0.057864962744147874	Keywords: "0-di...
1	Q0	"14926162"	43	0.05748831081316754	Keywords: "0-di...
1	Q0	"6948886"	44	0.057445976548838325	Keywords: "0-di...
1	Q0	"36480032"	45	0.05738491890454582	Keywords: "0-di...
1	Q0	"12156187"	46	0.057334132312655016	Keywords: "0-di...
1	Q0	"20155713"	47	0.05697821166773353	Keywords: "0-di...
1	Q0	"27396415"	48	0.05579440669700376	Keywords: "0-di...
1	Q0	"21003930"	49	0.05450084177279237	Keywords: "0-di...
1	Q0	"95764370"	50	0.05376417445027764	Keywords: "0-di...
1	Q0	"1499964"	51	0.053262252473121934	Keywords: "0-di...
1	Q0	"14361849"	52	0.05252073111742406	Keywords: "0-di...
1	Q0	"25404036"	53	0.05239742155020778	Keywords: "0-di...
1	Q0	"19651306"	54	0.05238376077402312	Keywords: "0-di...
1	Q0	"6227220"	55	0.05236990371766225	Keywords: "0-di...
1	Q0	"14827874"	56	0.05146239981173221	Keywords: "0-di...
1	Q0	"31543713"	57	0.05124507405671951	Keywords: "0-di...
1	Q0	"43385013"	58	0.05090311672706557	Keywords: "0-di...
1	Q0	"21439640"	59	0.0505584092851367	Keywords: "0-di...
1	Q0	"17123657"	60	0.050542007757386175	Keywords: "0-di...
1	Q0	"10906636"	61	0.05027140996443631	Keywords: "0-di...
1	Q0	"3203590"	62	0.05001439864903048	Keywords: "0-di...
1	Q0	"16461149"	63	0.04949177021888147	Keywords: "0-di...
1	Q0	"18953920"	64	0.04944897097803125	Keywords: "0-di...
1	Q0	"2295434"	65	0.04914368883534256	Keywords: "0-di...
1	Q0	"11016788"	66	0.0489214452620743	Keywords: "0-di...
1	Q0	"31229233"	67	0.04814018053375473	Keywords: "0-di...
1	Q0	"8891333"	68	0.04813445943050252	Keywords: "0-di...
1	Q0	"6863070"	69	0.04789852742870579	Keywords: "0-di...
1	Q0	"2099400"	70	0.0472777092141418	Keywords: "0-di...
1	Q0	"20758340"	71	0.04708154038555723	Keywords: "0-di...
1	Q0	"16287725"	72	0.046928056972784994	Keywords: "0-di...
1	Q0	"31882215"	73	0.0465716251551932	Keywords: "0-di...
1	Q0	"4465608"	74	0.04643505219081408	Keywords: "0-di...
1	Q0	"3770726"	75	0.0453847189859953	Keywords: "0-di...
1	Q0	"1771079"	76	0.04528341546088275	Keywords: "0-di...
1	Q0	"825728"	77	0.04525076908773062	Keywords: "0-di...
1	Q0	"15327601"	78	0.04458030154771512	Keywords: "0-di...
1	Q0	"12801438"	79	0.0444783671827081	Keywords: "0-di...
1	Q0	"20707861"	80	0.044288933358483676	Keywords: "0-di...
1	Q0	"34935825"	81	0.044198752696343886	Keywords: "0-di...
1	Q0	"4363526"	82	0.04413580155971975	Keywords: "0-di...
1	Q0	"11141995"	83	0.04345551057593483	Keywords: "0-di...
1	Q0	"4422734"	84	0.043270492506371924	Keywords: "0-di...
1	Q0	"27077180"	85	0.04218317207292584	Keywords: "0-di...
1	Q0	"14672919"	86	0.042099741491120855	Keywords: "0-di...
1	Q0	"2566674"	87	0.04183924093551081	Keywords: "0-di...
1	Q0	"3847200"	88	0.04154259421793232	Keywords: "0-di...
1	Q0	"2867345"	89	0.04149902061272949	Keywords: "0-di...
1	Q0	"28193026"	90	0.04147280740594542	Keywords: "0-di...
1	Q0	"42240424"	91	0.04137869165421481	Keywords: "0-di...
1	Q0	"24323369"	92	0.04101020922137593	Keywords: "0-di...
1	Q0	"37895688"	93	0.04067595587810769	Keywords: "0-di...
1	Q0	"6077214"	94	0.04064518929530964	Keywords: "0-di...
1	Q0	"26731863"	95	0.040639557417784876	Keywords: "0-di...
1	Q0	"3845894"	96	0.040571176218664795	Keywords: "0-di...
1	Q0	"25308734"	97	0.040532085207924486	Keywords: "0-di...
1	Q0	"1322614"	98	0.0403121279332181	Keywords: "0-di...
1	Q0	"12956194"	99	0.03961407319173913	Keywords: "0-di...
1	Q0	"18546584"	100	0.03940231772293448	Keywords: "0-di...
3	Q0	"23389795"	1	0.408883263923293	Keywords: "1,00...
3	Q0	"2739854"	2	0.29862662285103925	Keywords: "1,00...
3	Q0	"14717500"	3	0.2569700204638154	Keywords: "1,00...
3	Q0	"4632921"	4	0.25309049657880295	Keywords: "1,00...
3	Q0	"4378885"	5	0.21998247891044043	Keywords: "1,00...
3	Q0	"3672261"	6	0.2118368356655657	Keywords: "1,00...
3	Q0	"4414547"	7	0.2060442085545659	Keywords: "1,00...
3	Q0	"12271486"	8	0.17488138852872945	Keywords: "1,00...
3	Q0	"19058822"	9	0.17440662879870802	Keywords: "1,00...
3	Q0	"15153602"	10	0.16315601433827864	Keywords: "1,00...
3	Q0	"2485101"	11	0.16216371455549455	Keywords: "1,00...
3	Q0	"32181055"	12	0.1618537609318033	Keywords: "1,00...
